date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:18:42	214310/214310	---M--	200	added ('OK')	image/png	etag:CP6q8oik8/oCEAI=	https://static.wikia.nocookie.net/3709c5c4-e3ea-4f04-942f-8472cbf18fce/scale-to-width/755	/home/riley/websites/Fandom/static.wikia.nocookie.net/3709c5c4-e3ea-4f04-942f-8472cbf18fce/scale-to-width/static-assets-upload6561613821117899324.png_;%20filename_=UTF-8''static-assets-upload6561613821117899324.png	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:18:47	1035790/1035790	---M-Z	200	added ('OK')	text/html	etag:W/%22fce0e-fmw2vusiA6wtZm2WLZF1IIsYng4%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121145	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121145.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:18:50	1033337/1033337	---M-Z	200	added ('OK')	text/html	etag:W/%22fc479-ZF19tcFTlcg2ao74b0+Cp2SB2Mc%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121568	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121568.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:03	1032672/1032672	---M-Z	200	added ('OK')	text/html	etag:W/%22fc1e0-hNfQe+wqZjcOjhqhWRtDL+kHLQ0%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121142	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121142.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:10	1033927/1033927	---M-Z	200	added ('OK')	text/html	etag:W/%22fc6c7-z+q7a9af4T1iQZeUYIorP68NWrI%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015122001	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015122001.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:10	291/291	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2020:30:05%20GMT	https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/init.js	/home/riley/websites/Fandom/harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/init.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:11	2817/2817	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2020:30:05%20GMT	https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/globalNavigation.js	/home/riley/websites/Fandom/harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/globalNavigation.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:12	284/284	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2020:30:05%20GMT	https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/mobileGlobalNavigation.js	/home/riley/websites/Fandom/harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/mobileGlobalNavigation.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:13	830/830	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2020:30:05%20GMT	https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/globalFooter.js	/home/riley/websites/Fandom/harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/globalFooter.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:14	1032347/1032347	---M-Z	200	added ('OK')	text/html	etag:W/%22fc09b-s1r/WPQjK7QODHuOCGdLm6Yx808%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121578	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121578.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:14	3181/3181	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2020:30:05%20GMT	https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/communityHeader.js	/home/riley/websites/Fandom/harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/communityHeader.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:15	730/730	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2020:30:05%20GMT	https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/stickyNavigation.js	/home/riley/websites/Fandom/harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/stickyNavigation.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:16	1032830/1032830	---M-Z	200	added ('OK')	text/html	etag:W/%22fc27e-ZrceOJb0Rzkx7KNc1SINbl4ZMTs%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121798	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121798.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:16	3180/3180	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202022%2020:30:05%20GMT	https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/communityBar.js	/home/riley/websites/Fandom/harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/scripts/communityBar.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:20	220068/220068	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e73317252b05330d01b03f5f2041eba5%22	https://static.wikia.nocookie.net/silversurfer/prod/latest/sdk.js	/home/riley/websites/Fandom/static.wikia.nocookie.net/silversurfer/prod/latest/sdk.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:24	16272/16272	---MCZ	200	added ('OK')	application/javascript	etag:W/%2247ef3d4b72e7b60840cf653fbe5101ea%22	https://www.fastly-insights.com/static/scout.js?k=17272cd8-82ee-4eb5-b5a3-b3cd5403f7c5	/home/riley/websites/Fandom/www.fastly-insights.com/static/scoute92a.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:27	536545/536545	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d554b9e36669c68079ffc083b23aebc6%22	https://static.wikia.nocookie.net/silversurfer/prod/latest/pathfinder.js	/home/riley/websites/Fandom/static.wikia.nocookie.net/silversurfer/prod/latest/pathfinder.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:27	1976/1976	---M--	404	error ('Not%20Found')	image/jpeg	date:Sat,%2022%20Oct%202022%2015:31:19%20GMT	https://static.wikia.nocookie.net/robots.txt		(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:28	1037633/1037633	---M-Z	200	added ('OK')	text/html	etag:W/%22fd541-0pZ/WQidiNaALrm/JPeLsU7h6PE%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121876	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121876.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:34	996058/996058	---M-Z	200	added ('OK')	text/html	etag:W/%22f32da-mjsuf8gWOt1DRNYnxMlunBCTMsE%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120550	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120550.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:19:38	1221/1221	---M--	200	added ('OK')	image/jpeg	etag:CMyQsM/NpPoCEAE=	https://static.wikia.nocookie.net/869411ad-9c53-4577-a8c8-6854c220a4c6/scale-to-width/48	/home/riley/websites/Fandom/static.wikia.nocookie.net/869411ad-9c53-4577-a8c8-6854c220a4c6/scale-to-width/phpVacF1C.jpg_;%20filename_=UTF-8''phpVacF1C.jpg	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:19:51	2238122/2238122	---M-Z	200	added ('OK')	application/javascript	etag:%226336f621-953cc%22	https://harrypotter.fandom.com/feeds-and-posts/public/7512810dd/assets/client.js	/home/riley/websites/Fandom/harrypotter.fandom.com/feeds-and-posts/public/7512810dd/assets/client.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:19:52	1004825/1004825	---M-Z	200	added ('OK')	text/html	etag:W/%22f5519-n3ptKk6wu245F6697nGRXY7YXjg%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120766	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120766.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:19:55	45987/45987	---M--	200	added ('OK')	image/jpeg	etag:CJ72io638voCEAM=	https://static.wikia.nocookie.net/6a1d22f1-a347-4ddc-9d18-84b88f0a4eb7/scale-to-width/755	/home/riley/websites/Fandom/static.wikia.nocookie.net/6a1d22f1-a347-4ddc-9d18-84b88f0a4eb7/scale-to-width/static-assets-upload14704826749059726530.jpg_;%20filename_=UTF-8''static-assets-upload14704826749059726530.jpg	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:19:56	1001659/1001659	---M-Z	200	added ('OK')	text/html	etag:W/%22f48bb-W0xqecdBcoQComfcCfUkkPEwxQ4%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120756	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120756.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:19:58	1014475/1014475	---M-Z	200	added ('OK')	text/html	etag:W/%22f7acb-GMQr2umZL60+tYZjdQVUKP71ISM%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120825	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120825.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:20:02	1007963/1007963	---M-Z	200	added ('OK')	text/html	etag:W/%22f615b-dwm9ZDlU1Ya1Af0L9KkMtT+NsMo%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120772	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120772.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:21:03	29978/29978	URF---	200	added ('OK%20(cached)')	image/png		https://static.wikia.nocookie.net/harrypotter/images/e/e6/Site-logo.png/revision/latest?cb=20210603160158	/home/riley/websites/Fandom/static.wikia.nocookie.net/harrypotter/images/e/e6/Site-logo.png/revision/Site-logo.png_;%20filename_=UTF-8''Site-logo1704.png	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:21:03	53666/53666	URF---	200	added ('OK%20(cached)')	image/jpeg		https://static.wikia.nocookie.net/1101f570-d9cc-467e-821e-fc5c2aa9f3ef/scale-to-width/755	/home/riley/websites/Fandom/static.wikia.nocookie.net/1101f570-d9cc-467e-821e-fc5c2aa9f3ef/scale-to-width/static-assets-upload14280279984670009215.jpg_;%20filename_=UTF-8''static-assets-upload14280279984670009215.jpg	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:21:03	1972/1972	URF---	200	added ('OK%20(cached)')	image/png		https://static.wikia.nocookie.net/6cfc5bd2-fa3a-4684-a0e3-f13e0941b0fa/scale-to-width/48	/home/riley/websites/Fandom/static.wikia.nocookie.net/6cfc5bd2-fa3a-4684-a0e3-f13e0941b0fa/scale-to-width/phpU0lSba.png_;%20filename_=UTF-8''phpU0lSba.png	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:21:03	4046/4046	URF---	200	added ('OK%20(cached)')	image/png		https://static.wikia.nocookie.net/afaac8a4-8884-4c59-b89e-b4da80c358d7/scale-to-width/48	/home/riley/websites/Fandom/static.wikia.nocookie.net/afaac8a4-8884-4c59-b89e-b4da80c358d7/scale-to-width/avatar-sci-fi-robot-1.png_;%20filename_=UTF-8''avatar-sci-fi-robot-1.png	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:21:05	6919/6919	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2020:26:42%20GMT	https://harrypotter.fandom.com/resources-ucp/v2/dist/svg/wds-brand-fandom-logo.svg	/home/riley/websites/Fandom/harrypotter.fandom.com/resources-ucp/v2/dist/svg/wds-brand-fandom-logo.svg	(from https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/styles/ext.fandom.GlobalComponents.GlobalNavigationTheme.default.css)
10:21:05	4046/4046	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202022%2020:26:42%20GMT	https://harrypotter.fandom.com/resources-ucp/v2/dist/svg/wds-brand-gamepedia-badge-orange.svg	/home/riley/websites/Fandom/harrypotter.fandom.com/resources-ucp/v2/dist/svg/wds-brand-gamepedia-badge-orange.svg	(from https://harrypotter.fandom.com/__cb2203295391339181/resources-ucp/v2/dist/styles/ext.fandom.GlobalComponents.GlobalNavigationTheme.default.css)
10:22:04	214310/214310	URF---	200	added ('OK%20(cached)')	image/png		https://static.wikia.nocookie.net/3709c5c4-e3ea-4f04-942f-8472cbf18fce/scale-to-width/755	/home/riley/websites/Fandom/static.wikia.nocookie.net/3709c5c4-e3ea-4f04-942f-8472cbf18fce/scale-to-width/static-assets-upload6561613821117899324.png_;%20filename_=UTF-8''static-assets-upload6561613821117899324.png	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:04	0/0	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	etag:W/%22e73317252b05330d01b03f5f2041eba5%22	https://static.wikia.nocookie.net/silversurfer/prod/latest/sdk.js	/home/riley/websites/Fandom/static.wikia.nocookie.net/silversurfer/prod/latest/sdk.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:05	0/-1	UR-M--	204	error ('No%20Content')	application/javascript	date:Sat,%2022%20Oct%202022%2016:22:05%20GMT	https://www.fastly-insights.com/static/scout.js?k=17272cd8-82ee-4eb5-b5a3-b3cd5403f7c5	/home/riley/websites/Fandom/www.fastly-insights.com/static/scoute92a.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:06	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:%226336f621-953cc%22	https://harrypotter.fandom.com/feeds-and-posts/public/7512810dd/assets/client.js	/home/riley/websites/Fandom/harrypotter.fandom.com/feeds-and-posts/public/7512810dd/assets/client.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:06	0/0	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	application/javascript	etag:W/%22d554b9e36669c68079ffc083b23aebc6%22	https://static.wikia.nocookie.net/silversurfer/prod/latest/pathfinder.js	/home/riley/websites/Fandom/static.wikia.nocookie.net/silversurfer/prod/latest/pathfinder.js	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:07	1221/1221	URF---	200	added ('OK%20(cached)')	image/jpeg		https://static.wikia.nocookie.net/869411ad-9c53-4577-a8c8-6854c220a4c6/scale-to-width/48	/home/riley/websites/Fandom/static.wikia.nocookie.net/869411ad-9c53-4577-a8c8-6854c220a4c6/scale-to-width/phpVacF1C.jpg_;%20filename_=UTF-8''phpVacF1C.jpg	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:22:07	994/994	URF---	200	added ('OK%20(cached)')	image/jpeg		https://static.wikia.nocookie.net/b13e9abf-81b8-4672-8a0f-6a9b213cc57b/scale-to-width/48	/home/riley/websites/Fandom/static.wikia.nocookie.net/b13e9abf-81b8-4672-8a0f-6a9b213cc57b/scale-to-width/phpqiVEGl.jpg_;%20filename_=UTF-8''phpqiVEGl.jpg	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:07	45987/45987	URF---	200	added ('OK%20(cached)')	image/jpeg		https://static.wikia.nocookie.net/6a1d22f1-a347-4ddc-9d18-84b88f0a4eb7/scale-to-width/755	/home/riley/websites/Fandom/static.wikia.nocookie.net/6a1d22f1-a347-4ddc-9d18-84b88f0a4eb7/scale-to-width/static-assets-upload14704826749059726530.jpg_;%20filename_=UTF-8''static-assets-upload14704826749059726530.jpg	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015120924)
10:22:08	5748/5748	URF---	200	added ('OK%20(cached)')	image/png		https://static.wikia.nocookie.net/cde961cf-498b-44c5-b5b8-bfc3057fff93/scale-to-width/48	/home/riley/websites/Fandom/static.wikia.nocookie.net/cde961cf-498b-44c5-b5b8-bfc3057fff93/scale-to-width/phpZR5FGg.png_;%20filename_=UTF-8''phpZR5FGg.png	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:26	1029512/1029512	---M--	200	added ('OK')	text/html	etag:W/%22fb588-eCbJE9ABnPUWd1SMuaOOYqJ/MMY%22	https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121106	/home/riley/websites/Fandom/harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121106.html	(from https://harrypotter.fandom.com/f/p/4400000000003660267)
10:22:27	4619/4619	---M-Z	200	added ('OK')	text/css	date:Sat,%2022%20Oct%202022%2016:22:27%20GMT	https://harrypotter.fandom.com/wikia.php?controller=ThemeApi&method=themeVariables&cityId=509&version=1666455701	/home/riley/websites/Fandom/harrypotter.fandom.com/wikia2632.css	(from https://harrypotter.fandom.com/f/p/4400000000003660267/r/4400000000015121106)
